date,pH,溶解氧,高锰酸盐指数,总磷,总氮,电导率,浊度
2023/1/6 8:00,0.311004785,0.847341338,0.14331827,0.028539452,0.106806442,0.442765291,0.006466573
2023/1/6 12:00,0.377990431,0.906346484,0.07122875,0.023503078,0.101033121,0.439125198,0.003919135
2023/1/6 16:00,0.449760766,0.930703259,0.102431676,0.029658646,0.102400486,0.442119755,0.009569222
2023/1/6 20:00,0.387559809,0.879245283,0.145255003,0.025741466,0.10422364,0.450029395,0.00849146
2023/1/7 0:00,0.349282297,0.857461407,0.174736389,0.024622272,0.099817685,0.446308187,0.005813384
2023/1/7 4:00,0.330143541,0.846483705,0,0.021264689,0.097386813,0.444009245,0.007152422
2023/1/7 8:00,0.330143541,0.850085763,0,0.021824287,0.102856275,0.443541259,0.005486789
2023/1/7 12:00,0.397129187,0.899142367,0.246825909,0.020145495,0.102856275,0.43279971,0.0036252
2023/1/7 16:00,0.449760766,0.927958834,0.139229611,0.011751539,0.09829839,0.434937658,0.00542147
2023/1/7 20:00,0.387559809,0.874785592,0.093178395,0.021264689,0.09829839,0.435803842,0.008066887
2023/1/8 0:00,0.354066986,0.844596913,0.127394018,0.018466704,0.09495594,0.432659929,0.009111989
2023/1/8 4:00,0.339712919,0.841337907,0.06132989,0.027420257,0.095259799,0.433594466,0.008132205
2023/1/8 8:00,0.33492823,0.845969125,0.097697439,0.025741466,0.095259799,0.434161722,0.013423038
2023/1/8 12:00,0.392344498,0.888850772,0.041532171,0.016787913,0.090549985,0.434164636,0.009307946
2023/1/8 16:00,0.449760766,0.911835334,0.049924683,0.026301063,0.090549985,0.434931258,0.013357719
2023/1/8 20:00,0.38277512,0.838593482,0.055734883,0.03469502,0.092980857,0.443075312,0.014206865
2023/1/9 0:00,0.349282297,0.820411664,0.040671401,0,0.090853844,0.440165468,0.0072504
2023/1/9 4:00,0.33492823,0.800686106,0.07208952,0.044767767,0.090853844,0.436761353,0.030373298
2023/1/9 8:00,0.325358852,0.794854202,0.091672046,0.03077784,0.090853844,0.425205514,0.01211666
2023/1/9 12:00,0.344497608,0.824356775,0.053367764,0.027420257,0.090853844,0.424685172,0.010712303
2023/1/9 16:00,0.401913876,0.87135506,0.128469981,0.025181869,0.090853844,0.424593291,0.006466573
2023/1/9 20:00,0.344497608,0.82058319,0.06541855,0.045327364,0.090853844,0.438706168,0.01629707
2023/1/10 0:00,0.315789474,0.77186964,0.037658705,0.013989927,0.076268611,0.435827696,0.012475914
2023/1/10 4:00,0.301435407,0.765694683,0.038304282,0.027420257,0.076268611,0.425860446,0.024429276
2023/1/10 8:00,0.291866029,0.757461407,0.196255649,0.029099049,0.076268611,0.423635249,0.015056011
2023/1/10 12:00,0.38277512,0.775300172,0.084140306,0.008393956,0.086295959,0.425141589,0.013161762
2023/1/10 16:00,0.411483254,0.854373928,0.117925543,0.029658646,0.081130356,0.424266816,0.0096672
2023/1/10 20:00,0.349282297,0.806174957,0.117064773,0.059317292,0.080370708,0.428337532,0.03448839
2023/1/11 0:00,0.315789474,0.77238422,0.162900796,0.067711248,0.080370708,0.429683408,0.032986054
2023/1/11 4:00,0.301435407,0.757632933,0.126318055,0.056519306,0.080370708,0.428090298,0.020967373
2023/1/11 8:00,0.28708134,0.749399657,0.095975898,0.050363738,0.084928593,0.43345606,0.021522584
2023/1/11 12:00,0.354066986,0.796054889,0.168710996,0.068270845,0.084928593,0.43133406,0.017995362
2023/1/11 16:00,0.373205742,0.803430532,0.269421132,0.048684947,0.084928593,0.439300085,0.015056011
2023/1/11 20:00,0.344497608,0.779245283,0.170002152,0.086177952,0.084928593,0.43973259,0.01871387
2023/1/12 0:00,0.306220096,0.741852487,0.170002152,0.086177952,0.084928593,0.435973423,0.01332506
2023/1/12 4:00,0.296650718,0.726586621,0.168495804,0.066592054,0.084928593,0.436828563,0.024037362
2023/1/12 8:00,0.277511962,0.706689537,0.171078115,0.047006156,0.080522637,0.43401751,0.01146347
2023/1/12 12:00,0.33492823,0.754888508,0.139014418,0.043648573,0.077635977,0.431666002,0.00728306
2023/1/12 16:00,0.373205742,0.767924528,0.180116204,0.050363738,0.074445457,0.430921753,0.017407492
2023/1/12 20:00,0.33492823,0.730703259,0.1598881,0.057078903,0.074445457,0.426564988,0.023318854
2023/1/13 0:00,0.306220096,0.694511149,0.1598881,0.057078903,0.074445457,0.427443831,0.013716973
2023/1/13 4:00,0.28708134,0.666037736,0.151495589,0.046446558,0.07368581,0.430141433,0.011104216
2023/1/13 8:00,0.267942584,0.641509434,0.12093824,0.052042529,0.071558797,0.420648355,0.013847611
2023/1/13 12:00,0.306220096,0.686277873,0.163546374,0.053161724,0.056973564,0.392766294,0.016721643
2023/1/13 16:00,0.358851675,0.721955403,0.186141597,0.041410185,0.066697053,0.397558094,0.014794735
2023/1/13 20:00,0.325358852,0.678216123,0.145255003,0.064913262,0.064114251,0.411667192,0.022567687
2023/1/14 0:00,0.296650718,0.653687822,0.145255003,0.064913262,0.064114251,0.41286461,0.037917633
2023/1/14 4:00,0.28708134,0.625042882,0.122014203,0.06155568,0.06137952,0.418364635,0.024331298
2023/1/14 8:00,0.277511962,0.619382504,0.123090166,0.075545607,0.072774233,0.423567146,0.027858519
2023/1/14 12:00,0.301435407,0.629331046,0.178825048,0.072188025,0.079003342,0.435967984,0.017472811
2023/1/14 16:00,0.291866029,0.638936535,0.202281042,0.086177952,0.17487086,0.43889024,0.036545936
2023/1/14 20:00,0.277511962,0.628301887,0.142887885,0.083939564,0.079003342,0.440887359,0.032822757
2023/1/15 0:00,0.282296651,0.639622642,0.142887885,0.083939564,0.079003342,0.444017546,0.031908292
2023/1/15 4:00,0.28708134,0.669296741,0.223585109,0.135982093,0.07976299,0.457543454,0.037786995
2023/1/15 8:00,0.282296651,0.669468268,0.231762427,0.148852826,0.07976299,0.466513947,0.028511708
2023/1/15 12:00,0.291866029,0.703602058,0.305788681,0.152210409,0.197812215,0.476987167,0.03021
2023/1/15 16:00,0.311004785,0.751286449,0.346890467,0.179630666,0.210422364,0.48520095,0.040040498
2023/1/15 20:00,0.296650718,0.730703259,0.339143533,0.172355904,0.210422364,0.482265958,0.028609687
2023/1/16 0:00,0.282296651,0.724699828,0.339143533,0.172355904,0.210422364,0.489041757,0.026323525
2023/1/16 4:00,0.282296651,0.696912521,0.376802238,0.191941802,0.206927985,0.476939014,0.023776087
2023/1/16 8:00,0.282296651,0.67084048,0.411448246,0.184107443,0.206927985,0.478817914,0.017734087
2023/1/16 12:00,0.306220096,0.789708405,0.410372283,0.192501399,0.109693102,0.464158344,0.015839838
2023/1/16 16:00,0.33492823,0.835849057,0.364966645,0.182988248,0.109693102,0.460710845,0.010973578
2023/1/16 20:00,0.311004785,0.775986278,0.397891113,0.174594292,0.111516256,0.457627963,0.02299226
2023/1/17 0:00,0.296650718,0.771183533,0.397891113,0.174594292,0.111516256,0.454688979,0.009830497
2023/1/17 4:00,0.301435407,0.751629503,0.362814719,0.159485171,0.109845032,0.452231809,0.009863157
2023/1/17 8:00,0.301435407,0.736363636,0.293737895,0.134862899,0.112731692,0.458861746,0.005944022
2023/1/17 12:00,0.320574163,0.830531732,0.41919518,0.131505316,0.112579763,0.461088007,0.004082432
2023/1/17 16:00,0.344497608,0.875986278,0.306219066,0.117515389,0.112579763,0.456420748,0.001306378
2023/1/17 20:00,0.320574163,0.79245283,0.321928126,0.120313374,0.112579763,0.45613117,0.00486626
2023/1/18 0:00,0.315789474,0.784219554,0.321928126,0.120313374,0.112579763,0.452105928,0.003919135
2023/1/18 4:00,0.320574163,0.777701544,0.248762643,0.094571908,0.10741416,0.459000632,0.011300173
2023/1/18 8:00,0.306220096,0.748542024,0.19797719,0.099608282,0.103463993,0.467300815,0.013096443
2023/1/18 12:00,0.325358852,0.799656947,0.19797719,0.099608282,0.099209967,0.461612587,0.017799406
2023/1/18 16:00,0.349282297,0.857461407,0.215622983,0.249580302,0.097842601,0.448788933,0.017603449
2023/1/18 20:00,0.339712919,0.832933105,0.204002582,0.253497482,0.097386813,0.455861098,0.018648552
2023/1/19 0:00,0.330143541,0.80102916,0.204002582,0.253497482,0.097386813,0.458439663,0.014010908
2023/1/19 4:00,0.320574163,0.761749571,0.156445018,0.235590375,0.094652081,0.459230924,0.024102681
2023/1/19 8:00,0.306220096,0.726586621,0.152571552,0.216564074,0.093892434,0.457553519,0.0157092
2023/1/19 12:00,0.339712919,0.804116638,0.14912847,0.214885283,0.093892434,0.447767822,0.015905157
2023/1/19 16:00,0.368421053,0.83619211,0.227673768,0.216564074,0.096019447,0.448636501,0.011136876
2023/1/19 20:00,0.344497608,0.787993139,0.166343878,0.23838836,0.099058037,0.459151276,0.015872497
2023/1/20 0:00,0.33492823,0.780617496,0.175812352,0.240626749,0.099513826,0.469166182,0.015611222
2023/1/20 4:00,0.315789474,0.742538593,0.1540779,0.234471181,0.100121544,0.472401897,0.01574186
2023/1/20 8:00,0.301435407,0.720411664,0.122014203,0.212646894,0.106198724,0.47484999,0.008981351
2023/1/20 12:00,0.363636364,0.837735849,0.167204648,0.205372132,0.101488909,0.471244983,0.007544335
2023/1/20 16:00,0.397129187,0.866552316,0.197331612,0.20761052,0.105591006,0.477955623,0.006891146
2023/1/20 20:00,0.368421053,0.817667238,0.165267915,0.216004477,0.105591006,0.48544813,0.015284627
2023/1/21 0:00,0.349282297,0.786106346,0.181192167,0.200895355,0.105287147,0.490730693,0.012900487
2023/1/21 4:00,0.330143541,0.739965695,0.159027329,0.216564074,0.105287147,0.497678061,0.008328162
2023/1/21 8:00,0.311004785,0.711149228,0.206369701,0.191941802,0.104527499,0.491115917,0.004768281
2023/1/21 12:00,0.373205742,0.836535163,0.143533462,0.192501399,0.103767852,0.48625307,0.002514778
2023/1/21 16:00,0.416267943,0.864493997,0.171723693,0.188584219,0.100121544,0.487009396,0.002188184
2023/1/21 20:00,0.373205742,0.807375643,0.149343663,0.197537773,0.100121544,0.489015621,0.012084
2023/1/22 0:00,0.349282297,0.77084048,0.152786744,0.184107443,0.104527499,0.492873263,0.003200627
2023/1/22 4:00,0.330143541,0.712692967,0.158381752,0.201454952,0.104527499,0.484568818,0.010973578
2023/1/22 20:00,0.296650718,0.675300172,0.1482677,0.201454952,0.09814646,0.46126992,0.006891146
2023/1/23 0:00,0.28708134,0.668953688,0.153001937,0.206491326,0.09814646,0.461889221,0.005780724
2023/1/23 4:00,0.282296651,0.664150943,0.132128255,0.198656967,0.103008204,0.45666072,0.011398151
2023/1/23 8:00,0.277511962,0.643053173,0.170002152,0.209848909,0.098754178,0.447338706,0.007805611
2023/1/23 12:00,0.282296651,0.680789022,0.188723908,0.210968103,0.101640839,0.429709542,0.004702962
2023/1/23 16:00,0.291866029,0.68542024,0.168710996,0.214325686,0.101640839,0.417883933,0.006303276
2023/1/23 20:00,0.28708134,0.675814751,0.161394448,0.224398433,0.100425403,0.409432041,0.005944022
2023/1/24 0:00,0.282296651,0.683361921,0.158812137,0.227196419,0.10118505,0.410990244,0.015545903
2023/1/24 4:00,0.296650718,0.706346484,0.174306004,0.261331841,0.09495594,0.412125059,0.017701427
2023/1/24 8:00,0.296650718,0.704116638,0.196470841,0.222160045,0.108021878,0.40552897,0.010646984
2023/1/24 12:00,0.339712919,0.842881647,0.156445018,0.22495803,0.112731692,0.407024835,0.019269081
2023/1/24 16:00,0.397129187,0.913207547,0.179470626,0.231113598,0.111060468,0.404171338,0.008556778
2023/1/24 20:00,0.377990431,0.866209262,0.164191952,0.231673195,0.111060468,0.406948937,0.00666253
2023/1/25 0:00,0.358851675,0.819039451,0.209812782,0.227196419,0.111972045,0.41261603,0.00424573
2023/1/25 4:00,0.330143541,0.737907376,0.141166344,0.208170118,0.108477666,0.420372228,0.007642314
2023/1/25 8:00,0.320574163,0.733104631,0.218420486,0.191382205,0.108477666,0.420453663,0.000130638
2023/1/25 12:00,0.349282297,0.866723842,0.192597375,0.208170118,0.114706776,0.405522479,0.003069989
2023/1/25 16:00,0.368421053,0.894511149,0.196470841,0.223838836,0.114706776,0.396781616,0.003788497
2023/1/25 20:00,0.339712919,0.854716981,0.214116634,0.219921656,0.111668186,0.398572528,0.006531892
2023/1/26 0:00,0.330143541,0.836878216,0.199913923,0.240067152,0.110148891,0.405275601,0.017244195
2023/1/26 4:00,0.320574163,0.810120069,0.217990101,0.227756016,0.108477666,0.414762885,0.008556778
2023/1/26 8:00,0.311004785,0.782332762,0.195394878,0.214885283,0.108477666,0.4160545,0.003494562
2023/1/26 12:00,0.349282297,0.855060034,0.250699376,0.210408506,0.107869948,0.408688563,0.003984454
2023/1/26 16:00,0.358851675,0.89348199,0.210888745,0.213766088,0.107869948,0.404908484,0.012149319
2023/1/26 20:00,0.33492823,0.831217839,0.218635679,0.214885283,0.100729262,0.406869887,0.007805611
2023/1/27 0:00,0.320574163,0.812692967,0.218635679,0.214885283,0.100729262,0.411034701,0.012279957
2023/1/27 4:00,0.306220096,0.804631218,0.192812567,0.221600448,0.105439076,0.412795966,0.007642314
2023/1/27 8:00,0.301435407,0.795883362,0.236711857,0.19809737,0.108325737,0.416061482,0
2023/1/27 12:00,0.368421053,0.939794168,0.221863568,0.194739787,0.109389243,0.410039823,0.006825827
2023/1/27 16:00,0.421052632,0.968782161,0.256509576,0.2115277,0.10741416,0.402197324,0.014272184
2023/1/27 20:00,0.38277512,0.912521441,0.219496449,0.188584219,0.109085384,0.39848751,0.010091773
2023/1/28 0:00,0.358851675,0.881303602,0.219496449,0.188584219,0.109085384,0.397610988,0.004931578
2023/1/28 4:00,0.33492823,0.846998285,0.205724123,0.206491326,0.105287147,0.402518921,0.00666253
2023/1/28 8:00,0.330143541,0.831389365,0.308370992,0.191382205,0.105439076,0.401656948,0.004441687
2023/1/28 12:00,0.401913876,0.94219554,0.208952012,0.195299384,0.110908538,0.388533016,0.00662987
2023/1/28 16:00,0.440191388,0.974099485,0.218850872,0.234471181,0.107110301,0.378108703,0.009014011
2023/1/28 20:00,0.401913876,0.922469983,0.211534323,0.205931729,0.105135217,0.37929273,0.008524119
2023/1/29 0:00,0.368421053,0.902915952,0.211534323,0.205931729,0.105135217,0.384352471,0.011986022
2023/1/29 4:00,0.349282297,0.860034305,0.178609856,0.203133744,0.105135217,0.388942427,0.011398151
2023/1/29 8:00,0.33492823,0.84271012,0.231332042,0.184107443,0.105135217,0.378977597,0.011528789
2023/1/29 12:00,0.392344498,0.941852487,0.203357005,0.190263011,0.095411729,0.360172312,0.013129103
2023/1/29 16:00,0.435406699,0.976329331,0.246395524,0.185226637,0.097690672,0.346358074,0.011757406
2023/1/29 20:00,0.411483254,0.941680961,0.217990101,0.190822608,0.089638408,0.348883552,0.014990692
2023/1/30 0:00,0.377990431,0.917324185,0.217990101,0.190822608,0.089638408,0.353281345,0.022404389
2023/1/30 4:00,0.358851675,0.870154374,0.223154723,0.195858982,0.090853844,0.356373464,0.020804076
2023/1/30 8:00,0.33492823,0.857975986,0.236711857,0.179071069,0.090853844,0.354715262,0.01025507
2023/1/30 12:00,0.421052632,0.957632933,0.229395309,0.189703414,0.089334549,0.337797708,0.013488357
2023/1/30 16:00,0.473684211,0.97238422,0.247041102,0.181309457,0.094652081,0.327744058,0.014174206
2023/1/30 20:00,0.425837321,0.941852487,0.185496019,0.203693341,0.089638408,0.332496455,0.014174206
2023/1/31 0:00,0.387559809,0.907890223,0.185496019,0.203693341,0.089638408,0.337226481,0.008850714
2023/1/31 4:00,0.349282297,0.864493997,0.216483753,0.182428651,0.086295959,0.34039691,0.012410595
2023/1/31 8:00,0.344497608,0.845797599,0.245534754,0.18466704,0.085080523,0.339283528,0.007479016
2023/1/31 12:00,0.435406699,0.939794168,0.226597805,0.172915501,0.083105439,0.332194909,0.010614324
2023/1/31 16:00,0.497607656,0.969468268,0.217990101,0.161723559,0.086903677,0.31874405,0.008132205
2023/1/31 20:00,0.468899522,0.951972556,0.240370131,0.205372132,0.083713157,0.322087252,0.017995362
2023/2/1 0:00,0.406698565,0.909605489,0.240370131,0.205372132,0.083713157,0.326171802,0.013521016
2023/2/1 4:00,0.354066986,0.856089194,0.21454702,0.2115277,0.076116682,0.329483768,0.022535027
2023/2/1 8:00,0.33492823,0.819210978,0.253281687,0.161163962,0.080066849,0.321572959,0.012247297
2023/2/1 12:00,0.440191388,0.898284734,0.208091242,0.162283156,0.071254938,0.309177928,0.00907933
2023/2/1 16:00,0.507177033,0.926586621,0.32063697,0.16340235,0.071254938,0.306243226,0.006825827
2023/2/1 20:00,0.401913876,0.876500858,0.250053798,0.214325686,0.064721969,0.308328003,0.013259741
2023/2/2 0:00,0.373205742,0.852487136,0.250053798,0.214325686,0.064721969,0.305534371,0.009242627
2023/2/2 4:00,0.349282297,0.839622642,0.191951797,0.190263011,0.070343361,0.308681935,0.021326627
2023/2/2 8:00,0.315789474,0.812006861,0.214331827,0.161723559,0.073230021,0.313987053,0.010320389
2023/2/2 12:00,0.229665072,0.868096055,0.242306865,0.19809737,0.073989669,0.307525269,0.036774552
2023/2/2 16:00,0.325358852,0.903087479,0.248117065,0.196978176,0.07049529,0.307674642,0.007968908
2023/2/2 20:00,0.28708134,0.870668954,0.272433828,0.204252938,0.07049529,0.309967822,0.01632973
2023/2/3 0:00,0.244019139,0.831217839,0.272433828,0.204252938,0.07049529,0.307358509,0.012737189
2023/2/3 4:00,0.224880383,0.82813036,0.218635679,0.195299384,0.069279854,0.306245281,0.012998465
2023/2/3 8:00,0.215311005,0.826415094,0.282117495,0.181309457,0.069279854,0.306159266,0.012769849
2023/2/3 12:00,0.267942584,0.879073756,0.221433183,0.189143816,0.072926162,0.299137867,0.010091773
2023/2/5 4:00,0.138755981,0.788164666,0.361738756,0.325125909,0.189456092,0.322635499,0.0398772
2023/2/5 8:00,0.100478469,0.723842196,0.494512589,0.477336318,0.189456092,0.331545892,0.04657239
2023/2/5 12:00,0.110047847,0.711492281,0.52937379,0.714045887,0.298389547,0.33774869,0.051503968
2023/2/5 16:00,0.105263158,0.702058319,0.49795567,0.634023503,0.273928897,0.309751655,0.041836768
2023/2/5 20:00,0.081339713,0.706861063,0.53690553,0.578623391,0.273928897,0.294357213,0.05503119
2023/2/6 0:00,0.081339713,0.718353345,0.53690553,0.578623391,0.273928897,0.277870561,0.053855449
2023/2/6 4:00,0.071770335,0.721440823,0.437916936,0.489647454,0.273928897,0.26624972,0.064992325
2023/2/6 8:00,0.114832536,0.745969125,0.47471487,0.44991606,0.273928897,0.232802873,0.084228747
2023/2/6 12:00,0.129186603,0.758833619,0.368409727,0.39227756,0.203737466,0.244802418,0.049773017
2023/2/6 16:00,0.138755981,0.783876501,0.404777276,0.377168439,0.197508356,0.238081606,0.051079395
2023/2/6 20:00,0.133971292,0.778044597,0.343017,0.353665361,0.197508356,0.23665589,0.040661027
2023/2/7 0:00,0.138755981,0.777015437,0.343017,0.353665361,0.197508356,0.228198899,0.040759006
2023/2/7 4:00,0.114832536,0.751629503,0.350333549,0.320089536,0.172439988,0.227002224,0.039452627
2023/2/7 8:00,0.086124402,0.724871355,0.440714439,0.313933968,0.175478578,0.223775547,0.041379536
2023/2/7 12:00,0.100478469,0.737221269,0.399827846,0.378287633,0.175478578,0.228980621,0.035468173
2023/2/7 16:00,0.110047847,0.751629503,0.39186572,0.373251259,0.192038894,0.226612973,0.043992292
2023/2/7 20:00,0.110047847,0.755403087,0.371422423,0.317851147,0.173959283,0.223994138,0.036415298
2023/2/8 0:00,0.105263158,0.74373928,0.35958683,0.320649133,0.175478578,0.219100246,0.038864757
2023/2/8 4:00,0.105263158,0.729674099,0.373789542,0.316731953,0.175478578,0.215690253,0.033475946
2023/2/8 8:00,0.086124402,0.72813036,0.347320852,0.287073307,0.065177758,0.206273807,0.038211568
2023/2/8 12:00,0.114832536,0.733276158,0.317193889,0.252937885,0.060619872,0.20850349,0.032332865
2023/2/8 16:00,0.110047847,0.738421955,0.405422853,0.279798545,0.065177758,0.209153699,0.027629903
2023/2/8 20:00,0.124401914,0.745626072,0.294383473,0.285954113,0.15937405,0.208704797,0.037297103
2023/2/9 0:00,0.090909091,0.739965695,0.325801592,0.320089536,0.15937405,0.212127962,0.047976746
2023/2/9 4:00,0.090909091,0.711492281,0.376802238,0.358701735,0.195837132,0.212115113,0.06345733
2023/2/9 8:00,0.038277512,0.684048027,0.4970949,0.445998881,0.233667578,0.202947452,0.076880368
2023/2/9 12:00,0.052631579,0.666037736,0.54594362,0.571908226,0.304466727,0.218986658,0.116365655
2023/2/9 16:00,0.009569378,0.653173242,0.566386916,0.616675993,0.338195077,0.211468072,0.122603612
2023/2/9 20:00,0.004784689,0.645283019,0.578007317,0.614997202,0.347614707,0.20742845,0.109605147
2023/2/10 0:00,0.009569378,0.655574614,0.540348612,0.567991046,0.347614707,0.197182047,0.107939515
2023/2/10 4:00,0,0.637392796,0.575425005,0.581421377,0.336068064,0.186115482,0.104967504
2023/2/10 8:00,0.023923445,0.644596913,0.541209382,0.498601007,0.292768156,0.207632522,0.07861132
2023/2/10 12:00,0.004784689,0.630874786,0.561222294,0.507554561,0.309024613,0.190688336,0.083118325
2023/2/10 16:00,0.019138756,0.653173242,0.506563374,0.470061556,0.292008508,0.202377803,0.084718639
2023/2/10 20:00,0,0.63670669,0.515601463,0.473419138,0.292008508,0.198912461,0.073320487
2023/2/11 0:00,0.033492823,0.631903945,0.44243598,0.443760492,0.278790641,0.21209635,0.063326693
2023/2/11 4:00,0.043062201,0.640651801,0.43662578,0.420257415,0.267547858,0.209320337,0.072471341
2023/2/11 8:00,0.014354067,0.633619211,0.487626426,0.433128148,0.260255242,0.204509763,0.05803586
2023/2/11 12:00,0.043062201,0.624871355,0.487411233,0.439283716,0.260255242,0.208004692,0.053104282
2023/2/11 16:00,0.052631579,0.626072041,0.452980417,0.420817012,0.261774537,0.216302748,0.061269147
2023/2/11 20:00,0.028708134,0.616638079,0.43081558,0.442641298,0.267547858,0.209817837,0.070544433
2023/2/12 0:00,0.033492823,0.615437393,0.561007101,0.443200895,0.263445761,0.202134963,0.066853914
2023/2/12 4:00,0.028708134,0.615265866,0.493436626,0.438164522,0.263445761,0.204533271,0.066984552
2023/2/12 8:00,0.019138756,0.60651801,0.504626641,0.437045327,0.269067153,0.195175397,0.05983213
2023/2/12 12:00,0,0.596740995,0.483107381,0.447677672,0.265268915,0.202695346,0.075802606
2023/2/12 16:00,0,0.59897084,0.53023456,0.45775042,0.262534184,0.191159573,0.059636174
2023/2/12 20:00,0.019138756,0.619554031,0.504411448,0.411303861,0.252810696,0.197177055,0.06407786
2023/2/13 0:00,0.043062201,0.624185249,0.442220788,0.410744264,0.260407171,0.193826641,0.071132303
2023/2/13 4:00,0.04784689,0.624356775,0.469980633,0.406827084,0.260255242,0.192010365,0.075410693
2023/2/13 8:00,0.023923445,0.623842196,0.508930493,0.397873531,0.243846855,0.19344078,0.056794801
2023/2/13 12:00,0.04784689,0.638078902,0.453841188,0.393396754,0.256760863,0.192426647,0.058493093
2023/2/13 16:00,0.04784689,0.648198971,0.453841188,0.411863458,0.256760863,0.197177208,0.063032757
2023/2/13 20:00,0.043062201,0.665694683,0.407574779,0.400111919,0.259647524,0.195824343,0.072210066
2023/2/14 0:00,0.066985646,0.666380789,0.407574779,0.400111919,0.259647524,0.191151871,0.075508671
2023/2/14 4:00,0.057416268,0.671012007,0.440284054,0.39227756,0.259647524,0.186888204,0.07015252
2023/2/14 8:00,0.057416268,0.663464837,0.456208306,0.402909905,0.266332422,0.187896709,0.066037428
2023/2/14 12:00,0.062200957,0.681818182,0.416182483,0.403469502,0.273625038,0.187436891,0.070773049
2023/2/14 16:00,0.066985646,0.690566038,0.376587045,0.397313934,0.27286539,0.186869331,0.057545968
2023/2/14 20:00,0.062200957,0.679931389,0.382182053,0.404588696,0.27286539,0.187190974,0.067441785
2023/2/15 0:00,0.066985646,0.681989708,0.382182053,0.404588696,0.27286539,0.187741069,0.058003201
2023/2/15 4:00,0.052631579,0.669811321,0.425220572,0.372691662,0.264965056,0.185922947,0.061595741
2023/2/15 8:00,0.066985646,0.673584906,0.467183129,0.371572468,0.247037375,0.190892572,0.05924426
2023/2/15 12:00,0.057416268,0.686106346,0.38691629,0.360380526,0.250227894,0.18884022,0.059766811
2023/2/15 16:00,0.071770335,0.716295026,0.373574349,0.371012871,0.256001215,0.189544831,0.051438649
2023/2/15 20:00,0.076555024,0.702744425,0.36367549,0.3654169,0.249620176,0.194289533,0.053888109
2023/2/16 0:00,0.066985646,0.680960549,0.36367549,0.3654169,0.249620176,0.196272514,0.049152487
2023/2/16 4:00,0.062200957,0.658833619,0.489778352,0.349748181,0.245062291,0.195304457,0.049250465
2023/2/16 8:00,0.062200957,0.639451115,0.411448246,0.335198657,0.245062291,0.195771853,0.053169601
